category,name,url,id,description,image_url
Services,Spectrum Enterprise Managed WiFi,,,,
Services,Spectrum Enterprise Managed WiFi,,,"Spectrum Enterprise Managed WiFi
Scalable, end-to-end wireless networking solution to maximize security & enhance user experience.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/308340/thumbs_64/img2871874620231321249.png
Services,Spectrum Enterprise Managed WiFi,,,"Spectrum Enterprise Managed WiFi
Scalable, end-to-end wireless networking solution to maximize security & enhance user experience.",
Services,Spectrum Enterprise Managed WiFi,,,"Spectrum Enterprise Managed WiFi
Scalable, end-to-end wireless networking solution to maximize security & enhance user experience.",
Services,Spectrum Enterprise Managed WiFi,,,,
Services,Spectrum Enterprise Managed WiFi,,,,
Services,"Scalable, end-to-end wireless networking solution to maximize security & enhance user experience.",,,,
Services,Compare,,,,
Services,Compare,,,,
Services,NWN Carousel Managed Security,https://catalog.appdirect.com/en-US/apps/316866/nwn-carousel-managed-security,316866,"NWN Carousel Managed Security
Security offerings from Carousel Industries help you maintain a strong security posture to thwart threats like phishing and ransomware through robust, routine integrity tests of systems, business continuity planning and other consultative services.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/316866/thumbs_64/img366556912775884509.png
Services,NWN Carousel Managed Security,,,,
Services,NWN Carousel Managed Security,,,,
Services,NWN Carousel Managed Security,,,"NWN Carousel Managed Security
Security offerings from Carousel Industries help you maintain a strong security posture to thwart threats like phishing and ransomware through robust, routine integrity tests of systems, business continuity planning and other consultative services.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/316866/thumbs_64/img366556912775884509.png
Services,NWN Carousel Managed Security,,,"NWN Carousel Managed Security
Security offerings from Carousel Industries help you maintain a strong security posture to thwart threats like phishing and ransomware through robust, routine integrity tests of systems, business continuity planning and other consultative services.",
Services,NWN Carousel Managed Security,,,"NWN Carousel Managed Security
Security offerings from Carousel Industries help you maintain a strong security posture to thwart threats like phishing and ransomware through robust, routine integrity tests of systems, business continuity planning and other consultative services.",
Services,NWN Carousel Managed Security,,,,
Services,NWN Carousel Managed Security,,,,
Services,"Security offerings from Carousel Industries help you maintain a strong security posture to thwart threats like phishing and ransomware through robust, routine integrity tests of systems, business continuity planning and other consultative services.",,,,
Services,Compare,,,,
Services,Compare,,,,
Services,Avertium,https://catalog.appdirect.com/en-US/apps/295566/avertium,295566,"Avertium
Avertium is the managed security and consulting provider that companies turn to when they want more than check-the-box cybersecurity. In today’s threat landscape, your not-so-standard processes, workflows, and vulnerabilities require more than just a standard approach to cybersecurity. You need a smarter, stronger, show-no-weakness approach. That’s why more than 1,200 organizations in every sector from manufacturing and retail to healthcare and government all rely on Avertium. We bring more rigor, more relevance, and more responsiveness to their security posture. Anything less just isn’t enough. Avertium was created as a result of the acquisition of Terra Verde, TruShield Security Solutions and Sword & Shield Enterprise Security by leading growth capital firm Sunstone Partners. The collective talent, assets and resources of all three firms are now operating as one; forming one of the largest cybersecurity and advisory services companies focused on the needs of mid-to large enterprises.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/295566/thumbs_64/img5370809607791700573.png
Services,Avertium,,,,
Services,Avertium,,,,
Services,Avertium,,,"Avertium
Avertium is the managed security and consulting provider that companies turn to when they want more than check-the-box cybersecurity. In today’s threat landscape, your not-so-standard processes, workflows, and vulnerabilities require more than just a standard approach to cybersecurity. You need a smarter, stronger, show-no-weakness approach. That’s why more than 1,200 organizations in every sector from manufacturing and retail to healthcare and government all rely on Avertium. We bring more rigor, more relevance, and more responsiveness to their security posture. Anything less just isn’t enough. Avertium was created as a result of the acquisition of Terra Verde, TruShield Security Solutions and Sword & Shield Enterprise Security by leading growth capital firm Sunstone Partners. The collective talent, assets and resources of all three firms are now operating as one; forming one of the largest cybersecurity and advisory services companies focused on the needs of mid-to large enterprises.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/295566/thumbs_64/img5370809607791700573.png
Services,Avertium,,,"Avertium
Avertium is the managed security and consulting provider that companies turn to when they want more than check-the-box cybersecurity. In today’s threat landscape, your not-so-standard processes, workflows, and vulnerabilities require more than just a standard approach to cybersecurity. You need a smarter, stronger, show-no-weakness approach. That’s why more than 1,200 organizations in every sector from manufacturing and retail to healthcare and government all rely on Avertium. We bring more rigor, more relevance, and more responsiveness to their security posture. Anything less just isn’t enough. Avertium was created as a result of the acquisition of Terra Verde, TruShield Security Solutions and Sword & Shield Enterprise Security by leading growth capital firm Sunstone Partners. The collective talent, assets and resources of all three firms are now operating as one; forming one of the largest cybersecurity and advisory services companies focused on the needs of mid-to large enterprises.",
Services,Avertium,,,"Avertium
Avertium is the managed security and consulting provider that companies turn to when they want more than check-the-box cybersecurity. In today’s threat landscape, your not-so-standard processes, workflows, and vulnerabilities require more than just a standard approach to cybersecurity. You need a smarter, stronger, show-no-weakness approach. That’s why more than 1,200 organizations in every sector from manufacturing and retail to healthcare and government all rely on Avertium. We bring more rigor, more relevance, and more responsiveness to their security posture. Anything less just isn’t enough. Avertium was created as a result of the acquisition of Terra Verde, TruShield Security Solutions and Sword & Shield Enterprise Security by leading growth capital firm Sunstone Partners. The collective talent, assets and resources of all three firms are now operating as one; forming one of the largest cybersecurity and advisory services companies focused on the needs of mid-to large enterprises.",
Services,Avertium,,,,
Services,Avertium,,,,
Services,"Avertium is the managed security and consulting provider that companies turn to when they want more than check-the-box cybersecurity. In today’s threat landscape, your not-so-standard processes, workflows, and vulnerabilities require more than just a standard approach to cybersecurity. You need a smarter, stronger, show-no-weakness approach. That’s why more than 1,200 organizations in every sector from manufacturing and retail to healthcare and government all rely on Avertium. We bring more rigor, more relevance, and more responsiveness to their security posture. Anything less just isn’t enough. Avertium was created as a result of the acquisition of Terra Verde, TruShield Security Solutions and Sword & Shield Enterprise Security by leading growth capital firm Sunstone Partners. The collective talent, assets and resources of all three firms are now operating as one; forming one of the largest cybersecurity and advisory services companies focused on the needs of mid-to large enterprises.",,,,
Services,Compare,,,,
Services,Compare,,,,
Services,Stratus Technologies,https://catalog.appdirect.com/en-US/apps/257479/stratus-technologies,257479,"Stratus Technologies
Delivering autonomous zero-touch computing solution that collects & analyzes data at the source.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/257479/thumbs_64/img1893021334515111215.png
Services,Stratus Technologies,,,,
Services,Stratus Technologies,,,,
Services,Stratus Technologies,,,"Stratus Technologies
Delivering autonomous zero-touch computing solution that collects & analyzes data at the source.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/257479/thumbs_64/img1893021334515111215.png
Services,Stratus Technologies,,,"Stratus Technologies
Delivering autonomous zero-touch computing solution that collects & analyzes data at the source.",
Services,Stratus Technologies,,,"Stratus Technologies
Delivering autonomous zero-touch computing solution that collects & analyzes data at the source.",
Services,Stratus Technologies,,,,
Services,Stratus Technologies,,,,
Services,Delivering autonomous zero-touch computing solution that collects & analyzes data at the source.,,,,
Services,Compare,,,,
Services,Compare,,,,
Services,Vertek Managed Cybersecurity,https://catalog.appdirect.com/en-US/apps/310660/vertek-managed-cybersecurity,310660,"Vertek Managed Cybersecurity
Extended managed threat detection, alerting, and response services across the enterprise.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/310660/thumbs_64/img924471041973114654.png
Services,Vertek Managed Cybersecurity,,,,
Services,Vertek Managed Cybersecurity,,,,
Services,Vertek Managed Cybersecurity,,,"Vertek Managed Cybersecurity
Extended managed threat detection, alerting, and response services across the enterprise.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/310660/thumbs_64/img924471041973114654.png
Services,Vertek Managed Cybersecurity,,,"Vertek Managed Cybersecurity
Extended managed threat detection, alerting, and response services across the enterprise.",
Services,Vertek Managed Cybersecurity,,,"Vertek Managed Cybersecurity
Extended managed threat detection, alerting, and response services across the enterprise.",
Services,Vertek Managed Cybersecurity,,,,
Services,Vertek Managed Cybersecurity,,,,
Services,"Extended managed threat detection, alerting, and response services across the enterprise.",,,,
Services,Compare,,,,
Services,Compare,,,,
Services,ACC Business AT&T Managed Internet,https://catalog.appdirect.com/en-US/apps/300006/acc-business-att-managed-internet,300006,"ACC Business AT&T Managed Internet
Reliable internet access & 24×7 support to conduct business over the Internet with confidence.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/300006/thumbs_64/img2699251610040839094.png
Services,ACC Business AT&T Managed Internet,,,,
Services,ACC Business AT&T Managed Internet,,,,
Services,ACC Business AT&T Managed Internet,,,"ACC Business AT&T Managed Internet
Reliable internet access & 24×7 support to conduct business over the Internet with confidence.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/300006/thumbs_64/img2699251610040839094.png
Services,ACC Business AT&T Managed Internet,,,"ACC Business AT&T Managed Internet
Reliable internet access & 24×7 support to conduct business over the Internet with confidence.",
Services,ACC Business AT&T Managed Internet,,,"ACC Business AT&T Managed Internet
Reliable internet access & 24×7 support to conduct business over the Internet with confidence.",
Services,ACC Business AT&T Managed Internet,,,,
Services,ACC Business AT&T Managed Internet,,,,
Services,Reliable internet access & 24×7 support to conduct business over the Internet with confidence.,,,,
Services,(99),,,,
Services,(99),,,,
Services,Compare,,,,
Services,AireSpring Managed Connectivity,https://catalog.appdirect.com/en-US/apps/313092/airespring-managed-connectivity,313092,"AireSpring Managed Connectivity
Simplify the complexities of integrating cloud communications solutions into IP networks.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/313092/thumbs_64/img6072126414106337215.png
Services,AireSpring Managed Connectivity,,,,
Services,AireSpring Managed Connectivity,,,,
Services,AireSpring Managed Connectivity,,,"AireSpring Managed Connectivity
Simplify the complexities of integrating cloud communications solutions into IP networks.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/313092/thumbs_64/img6072126414106337215.png
Services,AireSpring Managed Connectivity,,,"AireSpring Managed Connectivity
Simplify the complexities of integrating cloud communications solutions into IP networks.",
Services,AireSpring Managed Connectivity,,,"AireSpring Managed Connectivity
Simplify the complexities of integrating cloud communications solutions into IP networks.",
Services,AireSpring Managed Connectivity,,,,
Services,AireSpring Managed Connectivity,,,,
Services,Simplify the complexities of integrating cloud communications solutions into IP networks.,,,,
Services,Compare,,,,
Services,Compare,,,,
Services,Comcast Business WiFi Pro,https://catalog.appdirect.com/en-US/apps/303396/comcast-business-wifi-pro,303396,"Comcast Business WiFi Pro
Next-gen WiFi competing with analytics & insights for enhanced in-store experiences and more.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/303396/thumbs_64/img2492178065937696986.png
Services,Comcast Business WiFi Pro,,,,
Services,Comcast Business WiFi Pro,,,,
Services,Comcast Business WiFi Pro,,,"Comcast Business WiFi Pro
Next-gen WiFi competing with analytics & insights for enhanced in-store experiences and more.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/303396/thumbs_64/img2492178065937696986.png
Services,Comcast Business WiFi Pro,,,"Comcast Business WiFi Pro
Next-gen WiFi competing with analytics & insights for enhanced in-store experiences and more.",
Services,Comcast Business WiFi Pro,,,"Comcast Business WiFi Pro
Next-gen WiFi competing with analytics & insights for enhanced in-store experiences and more.",
Services,Comcast Business WiFi Pro,,,,
Services,Comcast Business WiFi Pro,,,,
Services,Next-gen WiFi competing with analytics & insights for enhanced in-store experiences and more.,,,,
Services,(10),,,,
Services,(10),,,,
Services,Compare,,,,
Services,Dataprise Complete IT Management,https://catalog.appdirect.com/en-US/apps/417231/dataprise-complete-it-management,417231,"Dataprise Complete IT Management
IT Support to maximize your infrastructure, delights end-users & ensures peak business performance.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/417231/thumbs_64/img5758748198825062550.png
Services,Dataprise Complete IT Management,,,,
Services,Dataprise Complete IT Management,,,,
Services,Dataprise Complete IT Management,,,"Dataprise Complete IT Management
IT Support to maximize your infrastructure, delights end-users & ensures peak business performance.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/417231/thumbs_64/img5758748198825062550.png
Services,Dataprise Complete IT Management,,,"Dataprise Complete IT Management
IT Support to maximize your infrastructure, delights end-users & ensures peak business performance.",
Services,Dataprise Complete IT Management,,,"Dataprise Complete IT Management
IT Support to maximize your infrastructure, delights end-users & ensures peak business performance.",
Services,Dataprise Complete IT Management,,,,
Services,Dataprise Complete IT Management,,,,
Services,"IT Support to maximize your infrastructure, delights end-users & ensures peak business performance.",,,,
Services,(2),,,,
Services,(2),,,,
Services,Compare,,,,
Services,Dataprise Managed Cybersecurity,https://catalog.appdirect.com/en-US/apps/417232/dataprise-managed-cybersecurity,417232,"Dataprise Managed Cybersecurity
Protect and monitor your data 24/7 with premier managed cybersecurity solutions.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/417232/thumbs_64/img6727398884312301621.png
Services,Dataprise Managed Cybersecurity,,,,
Services,Dataprise Managed Cybersecurity,,,,
Services,Dataprise Managed Cybersecurity,,,"Dataprise Managed Cybersecurity
Protect and monitor your data 24/7 with premier managed cybersecurity solutions.",https://d3bql97l1ytoxn.cloudfront.net/app_resources/417232/thumbs_64/img6727398884312301621.png
Services,Dataprise Managed Cybersecurity,,,"Dataprise Managed Cybersecurity
Protect and monitor your data 24/7 with premier managed cybersecurity solutions.",
Services,Dataprise Managed Cybersecurity,,,"Dataprise Managed Cybersecurity
Protect and monitor your data 24/7 with premier managed cybersecurity solutions.",
Services,Dataprise Managed Cybersecurity,,,,
Services,Dataprise Managed Cybersecurity,,,,
Services,Protect and monitor your data 24/7 with premier managed cybersecurity solutions.,,,,
Services,(2),,,,
Services,(2),,,,
Services,Compare,,,,
Services,145 Results,,,,
Services,145 Results,,,,
Services,145 Results,,,,
Services,1,,,,
Services,1,,,,
Services,Back to top,,,,
Services,Back to top,,,,
